townland,county,smrs,entity_id,objectid,class_code,monument_type,latitude,longitude,web_notes,,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-078001-,TS04588,135256,DTBA,ditch barrow,52.453604,-8.309625,In rough level pasture just above height of old water channels. Identified as a ring-ditch on an aerial photograph (OS 2435/6). A circular area (dims. 4.5m N-S; 4.5m E-W) defined by a shallow fosse (Wth 1.3m; D 0.13m) which is waterlogged S-W-NW. The interior is generally level and sloping down gradually around its perimeter to the fosse. The interior is the same height as the external ground level.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011,,,,,
BALLYNAGRANA (Emly Par.),TIPPERARY SOUTH,TS066-095002-,TS01915,132507,DTBA,ditch barrow,52.446982,-8.308549,In gently undulating improved pasture with a ditch barrow (TS066-095001-) c. 47m to the ESE and another (TS066-095003-) c. 40m to the SE. Not shown on any edition of the OS 6-inch map but visible in an aerial photograph (OSI 2436/5) and on Google Earth aerial imagery (Imagery Date: 2/20/2009) as a roughly circular enclosure (diam. c. 6m). This monument is not visible above ground level.  Compiled by: Jean Farrelly  Date of upload: 11 December 2013,,,,,
BALLYNAGRANA (Emly Par.),TIPPERARY SOUTH,TS066-095003-,TS05493,150724,DTBA,ditch barrow,52.44675,-8.308091,In gently undulating improved pasture with a ditch barrow (TS066-095001-) c. 18m to the NE and another (TS066-095002-) c. 40m to the NW. Not shown on any edition of the OS 6-inch map but visible in an aerial photograph (OSI 2436/5) and on Google Earth aerial imagery (Imagery Date: 2/20/2009) as a roughly circular enclosure (diam. c. 6m). This monument is not visible above ground level.  Compiled by: Jean Farrelly  Date of upload: 11 December 2013,,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-184002-,TS04864,135483,DTBA,ditch barrow,52.45723,-8.308076,"In rough pasture, overlooking a poorly drained area to the ESE. Identified during field survey by Alison McQueen and Vera Rahilly (9 December 2008). Conjoined to a ditch barrow (TS066-184003-) to the NE and a ditch barrow (TS066-183002-) is located c. 52m to the ENE. A circular area (dims. 4m N-S; 3.5m E-W) defined by a shallow fosse (Wth 1.9m; D 0.11m) accentuated by wild irises and waterlogged in the S quadrant. The interior has a low dome-shaped profile.  Compiled by: Jean Farrelly  Date of revised upload: 9 September 2014",,,,,
CARROWKEEL (Boyle By.),ROSCOMMON,RO010-054----,RO01000,109855,DTBA,ditch barrow,53.911631,-8.308024,"Visible as a circular feature (diam. c. 15m) defined by a fosse, probably with an outer bank that has an entrance at SE, on an aerial photographs (ACAP: V221, 117-18). Situated on a level low-lying landscape with an ESE-WNW stream or drain c. 20m to the N, it is not visible at ground level in reclaimed pasture. Rath (RO010-055----) is c. 100m to the ESE.  Compiled by: Michael Moore  Date of upload: 24 August 2010 ",,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-184003-,TS04865,135474,DTBA,ditch barrow,52.457257,-8.308002,"In rough pasture, overlooking a poorly drained area to the ESE. Identified during field survey by Alison McQueen and Vera Rahilly (9 December 2008). Conjoined to ditch barrow (TS066-184002-) to the SW. A circular area (dims. 5.1m N-S; 5.5m E-W) defined by a very shallow fosse (Wth 2.0m; D 0.12m). The interior is sloping down to the SE with the prevalent slope and is c. 0.12m lower than the external ground level.  Compiled by: Jean Farrelly  Date of revised upload: 9 September 2014",,,,,
BALLYNAGRANA (Emly Par.),TIPPERARY SOUTH,TS066-095001-,TS01914,132506,DTBA,ditch barrow,52.446876,-8.307886,In gently undulating improved pasture with a ditch barrow (TS066-095002-) c. 47m to the WNW and another (TS066-095003-) c. 18m to the SW. Not shown on any edition of the OS 6-inch map but visible in an aerial photograph (OSI 2436/5) and on Google Earth aerial imagery (Imagery Date: 2/20/2009) as a roughly circular enclosure (diam. c. 6m). This monument is not visible above ground level.  Compiled by: Jean Farrelly  Date of upload: 11 December 2013,,,,,
BALLYNAGRANA (Emly Par.),TIPPERARY SOUTH,TS066-093----,TS01912,132503,DTBA,ditch barrow,52.449826,-8.307303,On top of a slight rise in gently undulating pasture with a ring-barrow (TS066-093001-) located 8m to the ESE. Identified on an aerial photograph (Ordnance Survey 2435/6). Oval slightly raised area (dims. 8m NE-SW; 5m NW-SE) defined by a gently sloping earthen scarp (Wth 1.8m; H 0.2m) with a flat-bottomed external fosse (overall Wth 2.2m; Wth at base 1.2m; D 0.05m). The fosse is best preserved SE-SSW being shallow and difficult to trace NNE-SE. The fosse is not visible at ground level SSW-NNE. The interior is level and clear of overgrowth.  Compiled by: Jean Farrelly  Date of revised upload: 8 September 2014,,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-183002-,TS04862,135481,DTBA,ditch barrow,52.457502,-8.307224,"In rough, gently undulating pasture. Identified during field survey by Alison McQueen and Vera Rahilly (9 December 2008). A ditch barrow (TS066-183001-) is located c. 31m to the E and a ring-barrow and a ditch barrow (TS066-184001- and TS066-184002-) are located c. 52m to WSW. A circular area (dims. 4.75m N-S; 4.6m E-W) defined by a shallow fosse (Wth 1.2m; D 0.04m). The interior is level and the same height as the external ground level. The monument overlooks a former bog to the N and E which was planted with conifers c. 8 years ago.  Compiled by: Jean Farrelly  Date of revised upload: 9 September 2014",,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-183001-,TS04861,135480,DTBA,ditch barrow,52.457432,-8.306576,"In rough, gently undulating pasture. Identified during field survey by Alison McQueen and Vera Rahilly (9 December 2008). A ring-barrow (TS066-183002-) is located c. 31m to the W. A circular area (diam. 5.8m) defined by a fosse (Wth 1.3m; D 0.12m). The interior is generally the same height as the exterior and wild irises cover the N half and extend into the fosse. The monument overlooks a former bog to the N and E which was planted with conifers c. 8 years ago.  Compiled by: Jean Farrelly  Date of revised upload: 9 September 2014",,,,,
MOORESFORT,TIPPERARY SOUTH,TS066-079001-,TS04844,135462,DTBA,ditch barrow,52.454234,-8.305848,"Within interior of enclosure (TS066-079----), off-centre to N. A ditch barrow (TS066-079002-) is located just within the N sector of the enclosure. A circular area (dims. 5.8m N-S; 5.4m E-W) defined by the remains of a fosse (Wth 3.0m; D 0.2m) disturbed by two wide lazy beds, running NW-SE, which truncate the monument and give it a sunken appearance. The interior is c. 0.1m lower than the exterior and is disturbed by the lazy beds. It is visible on an aerial photograph (ref. OS 2437/6) as a roughly circular anomaly.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011",,,,,
BALLYNACREE,TIPPERARY SOUTH,TS066-155002-,TS01985,132651,DTBA,ditch barrow,52.48511,-8.305547,"On top of a slight rise in gently undulating elevated pasture, within the approximate centre of the an enclosure (TS066-15501-). Visible on an aerial photograph (Bruff No. 5/2031). This roughly circular slightly raised area (diam. 24m) is defined by a gently sloping earthen scarp (overall Wth 5.4m; H 0.65m) with a shallow external fosse (overall Wth 3.7m; Wth at base 1.6m; D 0.2m). From NE-SE the fosse is absent and the scarp merges into the underlying natural slope. The original entrance is not recognisable. The interior is level and clear of overgrowth.  Compiled by: Jean Farrelly  Date of revised upload: 8 September 2014",,,,,
MOORESFORT,TIPPERARY SOUTH,TS066-079002-,TS04845,135463,DTBA,ditch barrow,52.454325,-8.305363,Just within N-sector of enclosure (TS066-079----). A ditch barrow (TS066-079001-) is located just N of the centre of the enclosure. A circular area (dims. 6m N-S; 6.5m E-W) defined by a shallow fosse (Wth 2.0m; D 0.1m). The interior is generally level and is the same height as the external ground level. It is visible on an aerial photograph (ref. OS 2437/6) as a circular anomaly.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011,,,,,
BALLYBROWNEY LOWER,CORK,CO044-101----,CO19300,29163,DTBA,ditch barrow,52.067105,-8.305063,"A ditch barrow was uncovered during monitoring of the remaining untested road-take on the N8 Rathcormac-Fermoy Bypass between June 2004 and March 2005. Subsequent excavation revealed a circular area (diam. c. 4.25m) defined by a fosse (Wth 0.81-1m; D 0.31m) best preserved along the N arc. The fills in the fosse were of sandy clays. Flecks of charcoal indicate that burning had occurred in the area when the fosse was open. A second phase of activity occurred after the fosse was back-filled and consisted of a narrow fosse or slot being dug along and into the fills on the inner edge of the original ditch barrow. The fills of this second fosse were charcoal rich and included fragments of cremated human bone. The small amount of bone recovered suggests that it was only a token deposit. Evidence of burning in-situ from the upper fills of this second fosse produced a radiocarbon date of cal. BC 349-43 (UB-6770). The excavator suggests that this ditch barrow may be associated with the complex of Bronze Age/Iron Age monuments (CO044-073001- - CO044-073014-) immediately to the NE that were also excavated on the route of the N8. (Reilly 2006, 1-36)  The above description is derived from 'The Archaeological Inventory of County Cork. Volume 5' (Dublin: Stationery Office, 2009).  Date of upload: 22 December 2009",,,,,
TOBERRORY,ROSCOMMON,RO022-057011-,RO02408,112736,DTBA,ditch barrow,53.802296,-8.304262,"On top of Rathcroghan mound (RO022-057010-) at the highest point of the Rathcroghan plateau. Oval grass-covered mound (dims. 9m N-S; 6m E-W; H 0.2 -0.3m), which may have had a fosse (Knox 1911, 99). (Herity 1983, 130; Waddell, 1983, 27, Pl. 1)  Compiled by: Michael Moore  Date of upload: 24 August 2010  This monument is subject to a preservation order made under the National Monuments Acts 1930 to 2014 (PO no. 19/1934) and is now a National Monument in state ownership: No. 294. ",,,,,
MOORESFORT,TIPPERARY SOUTH,TS066-081002-,TS04590,135258,DTBA,ditch barrow,52.455058,-8.303558,In improved level pasture. Sub-circular area (dims. 9.5m N-S; 8.5m E-W) defined by low profile remains of fosse (Wth 2.25m; D 0.1m) NW-E-S-SW. Interior generally same height as exterior ground level. Visible on aerial photograph (ref. OS 2437/6) as a circular enclosure. A dtich barrow (TS066-081003-) is c. 4.5m to ENE.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011,,,,,
MOORESFORT,TIPPERARY SOUTH,TS066-081003-,TS04846,135464,DTBA,ditch barrow,52.45513,-8.303353,"In level, improved pasture. Two ditch barrows (TS066-081001-; TS066-081002-) are located c. 34m and c. 4.5m to the NNE and WSW respectively. An oval area (dims. 5m NE-SW; 4m NW-SE) defined by the remains of very shallow fosse (Wth 2.05m; D 0.2m) from S-W-NNE. The interior is 0.1m lower than the external ground level and has been levelled out across the SE sector where it falls very gradually into the fosse. It is visible on a aerial photograph (ref. OS 2437/6) as a sub-circular anomaly.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011",,,,,
MOORESFORT,TIPPERARY SOUTH,TS066-081001-,TS04589,135257,DTBA,ditch barrow,52.455589,-8.303283,"In improved level pasture. Sub-circular/penannular area (dims. 9m NE-SW; 10m NW-SE) and open (Wth 7.75m) to N-NE. Defined by fosse (Wth 2m; D 0.1m) NE-S-N, by a small depression N-NNE and undefined NNE-NE. Interior 0.05m higher than exterior ground level. Ground to NE disturbed, however may have been a smaller conjoined barrow. Not enough evidence visible on ground to support this. Two ditch barrows (TS066-081----; TS066-081003-) are located c. 40m and c. 34m to the NNE and SSW respectively. Visible on aerial photograph (ref. OS 2437/6) as pennanular enclosure.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011",,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-041003-,TS04858,135477,DTBA,ditch barrow,52.459274,-8.303205,"Within enclosure (TS066-041005-), abutting interior of N bank. Identified on an aerial photograph (OS 2397/6 and 2348). A circular area (dims. 3.7m N-S; 3.9m E-W) defined by a shallow fosse (basal Wth 0.7m; overall Wth 1.4m; D 0.15m). The interior slopes down gently to the SW with the prevalent slope and is covered by frequent wild irises.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011",,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-041004-,TS04859,135478,DTBA,ditch barrow,52.459346,-8.303073,"Within enclosure (TS066-041005-), cutting N bank. Identified on an aerial photograph (OS 2397/6 and 2348). A circular area (dims. 3.75m N-S; 3.6m E-W) defined by a shallow fosse (Wth 1.35m; D 0.08m) from NE-S-W and traceable NW-N-NE where the fosse falls away down the external side of the enclosure. The interior has a low dome-shaped profile.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011",,,,,
MOORESFORT,TIPPERARY SOUTH,TS066-081----,TS01887,132454,DTBA,ditch barrow,52.456084,-8.303051,In improved level pasture. Circular area (dims. 5.5m N-S; 5.25m E-W) defined by low profile fosse (Wth 1.6m; D 0.15m). Interior level and same height as exterior ground level. Visible on aerial photograph (ref. OS 2437/6) as a circular enclosure. Ditch barrows (TS066-081001- and TS066-081002-) c. 40m and 84m to SSW respectively.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011,,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-041009-,TS05524,151504,DTBA,ditch barrow,52.460445,-8.302433,"In rough low-lying pasture. Circular area (diam. 2-3m) defined by fosse, with other barrows to the NE (TS066-041002-), E (TS066-041006-), SE (TS066-041001-; TS066-041007-; TS066-041008-) and SW (TS066-041003-; TS066-041004-; TS066-041005-). Identified on aerial photographs (OS 2397/6 and 2348). The monument is not visible at ground level.   Compiled by: Jean Farrelly  Date of upload: 3 September 2014",,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-041008-,TS04868,135486,DTBA,ditch barrow,52.460023,-8.302224,"In rough, level pasture which though drained remains wet and badly poached by cattle. A ring-barrow (TS066-041001-) is located c. 8m to E. Identified as a ring-ditch on an aerial photograph (OS 2397/6 and 2348). A sub-circular area (dims. 5.6m N-S; 4.5m E-W) defined by a fosse (Wth 1.5m; D 0.07m) ESE-S-NNE. A drain running NW-SE truncates the monument across the ENE sector and a second drain runs ENE-WSW c. 0.8m to the S of the fosse.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011",,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-041007-,TS04907,135526,DTBA,ditch barrow,52.460042,-8.301753,"In rough, level pasture which though drained remains wet and badly poached by cattle. A ring-barrow (TS066-041001-) is located c. 4.5m to the WNW. Identified as a ring-ditch on an aerial photograph (OS 2397/6 and 2348). A circular area (dims. 4.4m N-S; 4.9m E-W) defined by a fosse (Wth 2.0m; D 0.05m) which is levelled out yet traceable WNW-N-NE. A drain running ENE-WSW truncates the SSE sector of the fosse. There is the scar of a former field boundary running ENE-WSW to immediate S.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011",,,,,
LISSOBIHANE,TIPPERARY SOUTH,TS066-041002-,TS01837,132360,DTBA,ditch barrow,52.461238,-8.301526,"In rough pasture deeply poached by cattle, on a gentle NW-facing slope. Circular area (dims. 4.25m N-S; 4.75m E-W) defined by scarp (Wth 0.75m; H 0.1m). Fosse (Wth 1.9m; D 0.1m) traceable NW-N-NE. Remains of former field boundary (long-axis NW-SE) flanked by shallow drain on either side is located to immediate NE of monument. Identified as an earthwork on an aerial photograph (OS 2397/6 and 2348 mono).  Compiled by: Jean Farrelly  Date of upload: 26 August 2011",,,,,
GRALLAGH (Roscommon By.),ROSCOMMON,RO022-056007-,RO02357,112685,DTBA,ditch barrow,53.818236,-8.301507,"On a slight N-S ridge on the N-facing slope of Rathcroghan ridge. Circular flat-topped grass-covered mound (diam. of top 13.7m E-W; 13.5m N-S; H 0.4-1m) defined by a fosse (Wth of top 7.8m; Wth of base 3.5m; D 0.1m) NW-NE and SE-SW (Wth of top 10m; Wth of base 2.8m; D 0.4m). The fosse is reduced to a berm (Wth 4-4.7m) defined by the natural slope NE-SE and SW-NW. There is no visible outer bank (ext. dims 31m N-S; 26m E-W). Ring-barrow (RO022-056006-) is c. 30m to the N. (Knox 1914, 41; Herity 1983, 131; 1984, 129, Grallagh 2; Waddell 1983, 37, No. 33)  Compiled by: Michael Moore  Date of upload: 24 August 2010 ",,,,,
